dataset,scope,category,activity_type,country_code,year,factor,unit,method,regulation,source,sector_code,sector_name
EXIOBASE_2020,SCOPE_3,spend_based,Textiles waste for treatment: incineration,BG,2020,0.55761842,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,textiles_waste_for,Textiles waste for treatment: incineration
EXIOBASE_2020,SCOPE_3,spend_based,Wood waste for treatment: incineration,BG,2020,0.91206838,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,wood_waste_for,Wood waste for treatment: incineration
EXIOBASE_2020,SCOPE_3,spend_based,Oil/hazardous waste for treatment: incineration,BG,2020,2.16981774,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,oil/hazardous_waste_for,Oil/hazardous waste for treatment: incineration
EXIOBASE_2020,SCOPE_3,spend_based,Food waste for treatment: biogasification and land application,BG,2020,0.53158768,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,food_waste_for,Food waste for treatment: biogasification and land application
EXIOBASE_2020,SCOPE_3,spend_based,Paper waste for treatment: biogasification and land application,BG,2020,0.52977989,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,paper_waste_for,Paper waste for treatment: biogasification and land application
EXIOBASE_2020,SCOPE_3,spend_based,Sewage sludge for treatment: biogasification and land application,BG,2020,0.36182175,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,sewage_sludge_for,Sewage sludge for treatment: biogasification and land application
EXIOBASE_2020,SCOPE_3,spend_based,Food waste for treatment: composting and land application,BG,2020,0.66523896,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,food_waste_for,Food waste for treatment: composting and land application
EXIOBASE_2020,SCOPE_3,spend_based,Paper and wood waste for treatment: composting and land application,BG,2020,0.14473617,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,paper_and_wood,Paper and wood waste for treatment: composting and land application
EXIOBASE_2020,SCOPE_3,spend_based,Food waste for treatment: waste water treatment,BG,2020,1.41079034,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,food_waste_for,Food waste for treatment: waste water treatment
EXIOBASE_2020,SCOPE_3,spend_based,Other waste for treatment: waste water treatment,BG,2020,1.11132769,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,other_waste_for,Other waste for treatment: waste water treatment
EXIOBASE_2020,SCOPE_3,spend_based,Food waste for treatment: landfill,BG,2020,1.04343525,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,food_waste_for,Food waste for treatment: landfill
EXIOBASE_2020,SCOPE_3,spend_based,Paper for treatment: landfill,BG,2020,0.73396153,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,paper_for_treatment:,Paper for treatment: landfill
EXIOBASE_2020,SCOPE_3,spend_based,Plastic waste for treatment: landfill,BG,2020,1.35337242,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,plastic_waste_for,Plastic waste for treatment: landfill
EXIOBASE_2020,SCOPE_3,spend_based,Inert/metal/hazardous waste for treatment: landfill,BG,2020,0.7479938,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,inert/metal/hazardous_waste_fo,Inert/metal/hazardous waste for treatment: landfill
EXIOBASE_2020,SCOPE_3,spend_based,Textiles waste for treatment: landfill,BG,2020,3.09772891,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,textiles_waste_for,Textiles waste for treatment: landfill
EXIOBASE_2020,SCOPE_3,spend_based,Wood waste for treatment: landfill,BG,2020,2.9422659,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,wood_waste_for,Wood waste for treatment: landfill
EXIOBASE_2020,SCOPE_3,spend_based,Membership organisation services n.e.c. (91),BG,2020,0.1886061,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,membership_organisation_servic,Membership organisation services n.e.c. (91)
EXIOBASE_2020,SCOPE_3,spend_based,"Recreational, cultural and sporting services (92)",BG,2020,0.24163074,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,recreational_cultural_and,"Recreational, cultural and sporting services (92)"
EXIOBASE_2020,SCOPE_3,spend_based,Other services (93),BG,2020,0.15013728,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,other_services_93,Other services (93)
EXIOBASE_2020,SCOPE_3,spend_based,Wheat,CY,2020,4.50549811,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,wheat,Wheat
EXIOBASE_2020,SCOPE_3,spend_based,Cereal grains nec,CY,2020,1.97058286,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,cereal_grains_nec,Cereal grains nec
EXIOBASE_2020,SCOPE_3,spend_based,"Vegetables, fruit, nuts",CY,2020,0.47166309,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,vegetables_fruit_nuts,"Vegetables, fruit, nuts"
EXIOBASE_2020,SCOPE_3,spend_based,Oil seeds,CY,2020,0.14199009,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,oil_seeds,Oil seeds
EXIOBASE_2020,SCOPE_3,spend_based,"Sugar cane, sugar beet",CY,2020,0.17432814,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,sugar_cane_sugar,"Sugar cane, sugar beet"
EXIOBASE_2020,SCOPE_3,spend_based,Plant-based fibers,CY,2020,0.14103784,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,plant-based_fibers,Plant-based fibers
EXIOBASE_2020,SCOPE_3,spend_based,Crops nec,CY,2020,0.14285736,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,crops_nec,Crops nec
EXIOBASE_2020,SCOPE_3,spend_based,Cattle,CY,2020,4.17890516,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,cattle,Cattle
EXIOBASE_2020,SCOPE_3,spend_based,Pigs,CY,2020,1.21827449,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,pigs,Pigs
EXIOBASE_2020,SCOPE_3,spend_based,Poultry,CY,2020,0.56454293,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,poultry,Poultry
EXIOBASE_2020,SCOPE_3,spend_based,Meat animals nec,CY,2020,1.64290491,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,meat_animals_nec,Meat animals nec
EXIOBASE_2020,SCOPE_3,spend_based,Animal products nec,CY,2020,1.38193075,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,animal_products_nec,Animal products nec
EXIOBASE_2020,SCOPE_3,spend_based,Raw milk,CY,2020,2.53733504,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,raw_milk,Raw milk
EXIOBASE_2020,SCOPE_3,spend_based,"Wool, silk-worm cocoons",CY,2020,0.19970211,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,wool_silk-worm_cocoons,"Wool, silk-worm cocoons"
EXIOBASE_2020,SCOPE_3,spend_based,"Products of forestry, logging and related services (02)",CY,2020,1.15085981,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,products_of_forestry,"Products of forestry, logging and related services (02)"
EXIOBASE_2020,SCOPE_3,spend_based,Fish and other fishing products; services incidental of fishing (05),CY,2020,0.39071372,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,fish_and_other,Fish and other fishing products; services incidental of fishing (05)
EXIOBASE_2020,SCOPE_3,spend_based,Coking Coal,CY,2020,10.65333171,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,coking_coal,Coking Coal
EXIOBASE_2020,SCOPE_3,spend_based,Other Bituminous Coal,CY,2020,5.2646087,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,other_bituminous_coal,Other Bituminous Coal
EXIOBASE_2020,SCOPE_3,spend_based,Sub-Bituminous Coal,CY,2020,9.77977935,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,sub-bituminous_coal,Sub-Bituminous Coal
EXIOBASE_2020,SCOPE_3,spend_based,Lignite/Brown Coal,CY,2020,5.0228433,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,lignite/brown_coal,Lignite/Brown Coal
EXIOBASE_2020,SCOPE_3,spend_based,"Crude petroleum and services related to crude oil extraction, excluding surveying",CY,2020,2.6099301,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,crude_petroleum_and,"Crude petroleum and services related to crude oil extraction, excluding surveying"
EXIOBASE_2020,SCOPE_3,spend_based,"Natural gas and services related to natural gas extraction, excluding surveying",CY,2020,4.44663143,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,natural_gas_and,"Natural gas and services related to natural gas extraction, excluding surveying"
EXIOBASE_2020,SCOPE_3,spend_based,Other Hydrocarbons,CY,2020,2.96761183,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,other_hydrocarbons,Other Hydrocarbons
EXIOBASE_2020,SCOPE_3,spend_based,Uranium and thorium ores (12),CY,2020,3.58836121,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,uranium_and_thorium,Uranium and thorium ores (12)
EXIOBASE_2020,SCOPE_3,spend_based,Iron ores,CY,2020,3.03875757,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,iron_ores,Iron ores
EXIOBASE_2020,SCOPE_3,spend_based,Copper ores and concentrates,CY,2020,2.38975165,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,copper_ores_and,Copper ores and concentrates
EXIOBASE_2020,SCOPE_3,spend_based,Nickel ores and concentrates,CY,2020,2.66106766,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,nickel_ores_and,Nickel ores and concentrates
EXIOBASE_2020,SCOPE_3,spend_based,Aluminium ores and concentrates,CY,2020,3.00670986,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,aluminium_ores_and,Aluminium ores and concentrates
EXIOBASE_2020,SCOPE_3,spend_based,Precious metal ores and concentrates,CY,2020,3.63290856,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,precious_metal_ores,Precious metal ores and concentrates
EXIOBASE_2020,SCOPE_3,spend_based,"Lead, zinc and tin ores and concentrates",CY,2020,3.60669686,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,lead_zinc_and,"Lead, zinc and tin ores and concentrates"
EXIOBASE_2020,SCOPE_3,spend_based,Other non-ferrous metal ores and concentrates,CY,2020,2.78440445,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,other_non-ferrous_metal,Other non-ferrous metal ores and concentrates
EXIOBASE_2020,SCOPE_3,spend_based,Stone,CY,2020,1.76912425,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,stone,Stone
EXIOBASE_2020,SCOPE_3,spend_based,Sand and clay,CY,2020,2.2770358,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,sand_and_clay,Sand and clay
EXIOBASE_2020,SCOPE_3,spend_based,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",CY,2020,3.59938192,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,chemical_and_fertilizer,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c."
EXIOBASE_2020,SCOPE_3,spend_based,Products of meat cattle,CY,2020,1.77402617,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,products_of_meat,Products of meat cattle
EXIOBASE_2020,SCOPE_3,spend_based,Products of meat pigs,CY,2020,0.76138771,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,products_of_meat,Products of meat pigs
EXIOBASE_2020,SCOPE_3,spend_based,Products of meat poultry,CY,2020,0.45227023,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,products_of_meat,Products of meat poultry
EXIOBASE_2020,SCOPE_3,spend_based,Meat products nec,CY,2020,0.457271,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,meat_products_nec,Meat products nec
EXIOBASE_2020,SCOPE_3,spend_based,products of Vegetable oils and fats,CY,2020,0.60060836,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,products_of_vegetable,products of Vegetable oils and fats
EXIOBASE_2020,SCOPE_3,spend_based,Dairy products,CY,2020,2.00603982,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,dairy_products,Dairy products
EXIOBASE_2020,SCOPE_3,spend_based,Processed rice,CY,2020,0.71098187,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,processed_rice,Processed rice
EXIOBASE_2020,SCOPE_3,spend_based,Sugar,CY,2020,0.89852107,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,sugar,Sugar
EXIOBASE_2020,SCOPE_3,spend_based,Food products nec,CY,2020,0.79601539,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,food_products_nec,Food products nec
EXIOBASE_2020,SCOPE_3,spend_based,Beverages,CY,2020,0.67032682,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,beverages,Beverages
EXIOBASE_2020,SCOPE_3,spend_based,Fish products,CY,2020,0.60568348,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,fish_products,Fish products
EXIOBASE_2020,SCOPE_3,spend_based,Tobacco products (16),CY,2020,0.41603021,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,tobacco_products_16,Tobacco products (16)
EXIOBASE_2020,SCOPE_3,spend_based,Textiles (17),CY,2020,0.21695054,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,textiles_17,Textiles (17)
EXIOBASE_2020,SCOPE_3,spend_based,Wearing apparel; furs (18),CY,2020,0.68967649,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,wearing_apparel;_furs,Wearing apparel; furs (18)
EXIOBASE_2020,SCOPE_3,spend_based,Leather and leather products (19),CY,2020,0.70412898,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,leather_and_leather,Leather and leather products (19)
EXIOBASE_2020,SCOPE_3,spend_based,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),CY,2020,0.86993131,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,wood_and_products,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)
EXIOBASE_2020,SCOPE_3,spend_based,Pulp,CY,2020,0.54603619,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,pulp,Pulp
EXIOBASE_2020,SCOPE_3,spend_based,Paper and paper products,CY,2020,0.39070088,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,paper_and_paper,Paper and paper products
EXIOBASE_2020,SCOPE_3,spend_based,Printed matter and recorded media (22),CY,2020,0.1648191,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,printed_matter_and,Printed matter and recorded media (22)
EXIOBASE_2020,SCOPE_3,spend_based,Motor Gasoline,CY,2020,12.06946834,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,motor_gasoline,Motor Gasoline
EXIOBASE_2020,SCOPE_3,spend_based,Aviation Gasoline,CY,2020,0.99044813,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,aviation_gasoline,Aviation Gasoline
EXIOBASE_2020,SCOPE_3,spend_based,Kerosene Type Jet Fuel,CY,2020,0.9462052,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,kerosene_type_jet,Kerosene Type Jet Fuel
EXIOBASE_2020,SCOPE_3,spend_based,Kerosene,CY,2020,0.9427508,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,kerosene,Kerosene
EXIOBASE_2020,SCOPE_3,spend_based,Gas/Diesel Oil,CY,2020,0.94483967,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,gas/diesel_oil,Gas/Diesel Oil
EXIOBASE_2020,SCOPE_3,spend_based,Heavy Fuel Oil,CY,2020,0.94337328,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,heavy_fuel_oil,Heavy Fuel Oil
EXIOBASE_2020,SCOPE_3,spend_based,Nuclear fuel,CY,2020,0.51045355,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,nuclear_fuel,Nuclear fuel
EXIOBASE_2020,SCOPE_3,spend_based,"Plastics, basic",CY,2020,0.70714963,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,plastics_basic,"Plastics, basic"
EXIOBASE_2020,SCOPE_3,spend_based,N-fertiliser,CY,2020,2.57051612,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,n-fertiliser,N-fertiliser
EXIOBASE_2020,SCOPE_3,spend_based,P- and other fertiliser,CY,2020,0.81122162,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,p-_and_other,P- and other fertiliser
EXIOBASE_2020,SCOPE_3,spend_based,Chemicals nec,CY,2020,0.79553301,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,chemicals_nec,Chemicals nec
EXIOBASE_2020,SCOPE_3,spend_based,Charcoal,CY,2020,1.69168808,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,charcoal,Charcoal
EXIOBASE_2020,SCOPE_3,spend_based,Additives/Blending Components,CY,2020,2.96271524,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,additives/blending_components,Additives/Blending Components
EXIOBASE_2020,SCOPE_3,spend_based,Biogasoline,CY,2020,3.22027542,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,biogasoline,Biogasoline
EXIOBASE_2020,SCOPE_3,spend_based,Biodiesels,CY,2020,3.02238099,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,biodiesels,Biodiesels
EXIOBASE_2020,SCOPE_3,spend_based,Other Liquid Biofuels,CY,2020,4.87775794,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,other_liquid_biofuels,Other Liquid Biofuels
EXIOBASE_2020,SCOPE_3,spend_based,Rubber and plastic products (25),CY,2020,0.33855273,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,rubber_and_plastic,Rubber and plastic products (25)
EXIOBASE_2020,SCOPE_3,spend_based,Glass and glass products,CY,2020,0.31754873,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,glass_and_glass,Glass and glass products
EXIOBASE_2020,SCOPE_3,spend_based,Ceramic goods,CY,2020,1.18090644,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,ceramic_goods,Ceramic goods
EXIOBASE_2020,SCOPE_3,spend_based,"Bricks, tiles and construction products, in baked clay",CY,2020,4.67445145,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,bricks_tiles_and,"Bricks, tiles and construction products, in baked clay"
EXIOBASE_2020,SCOPE_3,spend_based,"Cement, lime and plaster",CY,2020,2.85304732,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,cement_lime_and,"Cement, lime and plaster"
EXIOBASE_2020,SCOPE_3,spend_based,Other non-metallic mineral products,CY,2020,1.75010156,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,other_non-metallic_mineral,Other non-metallic mineral products
EXIOBASE_2020,SCOPE_3,spend_based,Basic iron and steel and of ferro-alloys and first products thereof,CY,2020,0.51599812,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,basic_iron_and,Basic iron and steel and of ferro-alloys and first products thereof
EXIOBASE_2020,SCOPE_3,spend_based,Precious metals,CY,2020,0.72471221,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,precious_metals,Precious metals
EXIOBASE_2020,SCOPE_3,spend_based,Aluminium and aluminium products,CY,2020,0.9117391,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,aluminium_and_aluminium,Aluminium and aluminium products
EXIOBASE_2020,SCOPE_3,spend_based,"Lead, zinc and tin and products thereof",CY,2020,0.83354659,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,lead_zinc_and,"Lead, zinc and tin and products thereof"
EXIOBASE_2020,SCOPE_3,spend_based,Copper products,CY,2020,0.66425072,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,copper_products,Copper products
EXIOBASE_2020,SCOPE_3,spend_based,Other non-ferrous metal products,CY,2020,0.50109615,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,other_non-ferrous_metal,Other non-ferrous metal products
EXIOBASE_2020,SCOPE_3,spend_based,Foundry work services,CY,2020,0.52981528,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,foundry_work_services,Foundry work services
EXIOBASE_2020,SCOPE_3,spend_based,"Fabricated metal products, except machinery and equipment (28)",CY,2020,0.553083,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,fabricated_metal_products,"Fabricated metal products, except machinery and equipment (28)"
EXIOBASE_2020,SCOPE_3,spend_based,Machinery and equipment n.e.c. (29),CY,2020,0.66565333,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,machinery_and_equipment,Machinery and equipment n.e.c. (29)
EXIOBASE_2020,SCOPE_3,spend_based,Office machinery and computers (30),CY,2020,0.76823881,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,office_machinery_and,Office machinery and computers (30)
EXIOBASE_2020,SCOPE_3,spend_based,Electrical machinery and apparatus n.e.c. (31),CY,2020,0.53471687,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,electrical_machinery_and,Electrical machinery and apparatus n.e.c. (31)
EXIOBASE_2020,SCOPE_3,spend_based,"Radio, television and communication equipment and apparatus (32)",CY,2020,0.29942726,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,radio_television_and,"Radio, television and communication equipment and apparatus (32)"
EXIOBASE_2020,SCOPE_3,spend_based,"Medical, precision and optical instruments, watches and clocks (33)",CY,2020,0.50930322,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,medical_precision_and,"Medical, precision and optical instruments, watches and clocks (33)"
EXIOBASE_2020,SCOPE_3,spend_based,"Motor vehicles, trailers and semi-trailers (34)",CY,2020,0.44235693,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,motor_vehicles_trailers,"Motor vehicles, trailers and semi-trailers (34)"
EXIOBASE_2020,SCOPE_3,spend_based,Other transport equipment (35),CY,2020,0.14138075,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,other_transport_equipment,Other transport equipment (35)
EXIOBASE_2020,SCOPE_3,spend_based,Furniture; other manufactured goods n.e.c. (36),CY,2020,0.45000369,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,furniture;_other_manufactured,Furniture; other manufactured goods n.e.c. (36)
EXIOBASE_2020,SCOPE_3,spend_based,Secondary raw materials,CY,2020,0.47500662,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,secondary_raw_materials,Secondary raw materials
EXIOBASE_2020,SCOPE_3,spend_based,Electricity by coal,CY,2020,0.55513122,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,electricity_by_coal,Electricity by coal
EXIOBASE_2020,SCOPE_3,spend_based,Electricity by gas,CY,2020,0.53062026,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,electricity_by_gas,Electricity by gas
EXIOBASE_2020,SCOPE_3,spend_based,Electricity by nuclear,CY,2020,0.59254102,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,electricity_by_nuclear,Electricity by nuclear
EXIOBASE_2020,SCOPE_3,spend_based,Electricity by hydro,CY,2020,0.57367795,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,electricity_by_hydro,Electricity by hydro
EXIOBASE_2020,SCOPE_3,spend_based,Electricity by wind,CY,2020,0.12599661,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,electricity_by_wind,Electricity by wind
